repository_id,repository_name,repository_type,repository_url,oai_url,software,content_types,content_subjects,organisation_name,organisation_country,metadata_record_count,full_text_record_count
3879,OPUS-HTW,institutional,https://opus4.kobv.de/opus4-htw/home,N/A,opus,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, learning_objects","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Hochschule für Technik und Wirtschaft Berlin,de,80,0
3880,St Andrews Research Portal,institutional,https://risweb.st-andrews.ac.uk/portal/,https://risweb.st-andrews.ac.uk/ws/oai,pure,"journal_articles, unpub_reports_and_working_papers","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",University of St Andrews,gb,64756,0
3881,Mendeley Data,aggregating,https://data.mendeley.com/,N/A,digital_commons,datasets,"arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Mendeley Elsevier,gb,0,0
3882,Digitized Rare Collection,institutional,http://www.digital.lib.esn.ac.lk/xmlui/,http://www.digital.lib.esn.ac.lk/oai?request,dspace,"journal_articles, books_chapters_and_sections","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Eastern University,lk,1169,0
3883,Repositorio Institucional Ulima,institutional,http://repositorio.ulima.edu.pe/,http://repositorio.ulima.edu.pe/oai/request,dspace,"journal_articles, bibliographic_references, books_chapters_and_sections","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Universidad de Lima,pe,7289,2
3884,Leeds Trinity University Research Portal,institutional,https://research.leedstrinity.ac.uk/,N/A,pure,"journal_articles, bibliographic_references, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Leeds Trinity University,gb,2740,0
3885,OPUS-HSMA - Hochschulschriftenserver der Hochschule Mannheim,institutional,https://opus.bib.hs-mannheim.de/,https://opus.bib.hs-mannheim.de/oai,opus,journal_articles,"arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Hochschule Mannheim,de,3,0
3887,ZU|Repositorium – der Hochschul- und Dokumentenschriftenserver der Zeppelin Universität,institutional,https://repositorium.zu.de/,https://repositorium.zu.de/oai,opus,"theses_and_dissertations, books_chapters_and_sections","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Zeppelin Universität,de,14,0
3888,DoPuS Dokumenten- und Publikationsserver Speyer,institutional,https://dopus.uni-speyer.de/,https://dopus.uni-speyer.de/oai,opus,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, learning_objects, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Deutsche Universität für Verwaltungswissenschaften Speyer,de,3212,0
3889,AMU Repository (Knowledge Repository),institutional,http://ir.amu.ac.in/,http://ir.amu.ac.in/cgi/oai2,eprints,theses_and_dissertations,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Aligarh Muslim University,in,10930,0
3890,ILC4CLARIN repository of language resources and tools,disciplinary,https://dspace-clarin-it.ilc.cnr.it/repository/xmlui,http://dspace-clarin-it.ilc.cnr.it/repository/oai/request,dspace,datasets,"arts, humanities, social_sciences",Institute for Computational Linguistics “A. Zampolli”,it,99,1
3891,UEF eRepository,institutional,https://erepo.uef.fi/,https://erepo.uef.fi/oai,dspace,journal_articles,"science, humanities, social_sciences, health_and_medicine",University of Eastern Finland,fi,1393,0
3892,Lucerne Open Repository,institutional,https://zenodo.org/communities/lory/?page=1&size=20,N/A,invenio,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers","arts, humanities, social_sciences, technology",Zentral und Hochschulbibliothek Luzern,ch,0,0
3893,Repository Universitas Medan Area,institutional,http://repository.uma.ac.id/,http://repository.uma.ac.id/oai/request,dspace,"journal_articles, theses_and_dissertations, books_chapters_and_sections, learning_objects","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Universitas Medan Area,id,8589,0
3894,SINTEF Open,institutional,https://sintef.brage.unit.no,https://sintef.brage.unit.no/sintef-oai/request,dspace,"journal_articles, conference_and_workshop_papers, unpub_reports_and_working_papers, books_chapters_and_sections, learning_objects",technology,SINTEF,no,3699,0
3895,Repositorio académico UTEM,institutional,http://repositorio.utem.cl/,http://repositorio.utem.cl/oai/request?,dspace,"theses_and_dissertations, books_chapters_and_sections","science, arts, humanities, social_sciences, technology",Universidad Tecnológica Metropolitana,cl,352,0
3896,Repositorio Institucional Universidad Santo Tomás,institutional,http://repository.usta.edu.co/,N/A,dspace,"theses_and_dissertations, other_special_item_types","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Universidad Santo Tomás,co,11404,0
3897,ChungNam Institute (충남연구원),institutional,http://oak.cni.re.kr/,http://oak.cni.re.kr/oai/request,dspace,"journal_articles, unpub_reports_and_working_papers, books_chapters_and_sections","science, social_sciences",ChungNam Institute,kr,5610,0
3898,University of Yangon Repository,institutional,http://uyr.uy.edu.mm/,http://uyr.uy.edu.mm/oai,dspace,journal_articles,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",University of Yangon,mm,506,0
3899,University of Mandalay Open Access Repository,institutional,http://umoar.mu.edu.mm/,http://umoar.mu.edu.mm/oai,dspace,"journal_articles, theses_and_dissertations","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",University of Mandalay,mm,0,0
3900,VOCEDplus,disciplinary,http://www.voced.edu.au/,N/A,vital,"journal_articles, bibliographic_references, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, datasets, other_special_item_types","arts, humanities, social_sciences",National Centre for Vocational Education Research,au,0,0
3901,Faculty of Textile Technology University of Zagreb - Digital Repository,institutional,https://repozitorij.ttf.unizg.hr/,https://repozitorij.ttf.unizg.hr/oai,islandora,"journal_articles, theses_and_dissertations","science, social_sciences, health_and_medicine, technology",University of Zagreb,hr,803,323
3902,Nottingham Research Data Management Repository,institutional,https://rdmc.nottingham.ac.uk/,N/A,dspace,datasets,"arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",University of Nottingham,gb,318,0
3903,Suquia,institutional,https://suquia.ffyh.unc.edu.ar/,https://suquia.ffyh.unc.edu.ar/oai,dspace,"journal_articles, books_chapters_and_sections, datasets, other_special_item_types",humanities,"Programa de Arqueología Digital, IDACOR, CONICET y Universidad Nacional de Córdoba",ar,2374,0
3904,Repositorio Universidad Pedagógica y Tecnológica de Colombia,institutional,https://repositorio.uptc.edu.co,https://repositorio.uptc.edu.co/oai/request,dspace,"journal_articles, theses_and_dissertations, other_special_item_types","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Universidad Pedagógica y Tecnológica de Colombia,co,726,0
3905,CPUT Electronic Theses and Dissertations Repository,institutional,http://etd.cput.ac.za/,http://etd.cput.ac.za/oai/request,dspace,theses_and_dissertations,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Cape Peninsula University of Technology,za,2190,141
3906,Repositório das Universidades Lusíada,institutional,http://repositorio.ulusiada.pt/,N/A,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Universidade Lusíada,pt,3599,0
3908,"Repository of Faculty of Science, University of Zagreb",institutional,https://repozitorij.pmf.unizg.hr/,https://repozitorij.pmf.unizg.hr/oai,islandora,bibliographic_references,science,University of Zagreb,hr,8264,4457
3909,Repository of the Catholic Faculty of Theology University of Zagreb,institutional,https://repozitorij.kbf.unizg.hr/,https://repozitorij.kbf.unizg.hr/oai,islandora,"journal_articles, theses_and_dissertations",humanities,University of Zagreb,hr,38,26
3910,"Repository of the Faculty of Chemistry and Technology, University of Split",institutional,https://repozitorij.ktf-split.hr/,https://repozitorij.ktf-split.hr/oai,islandora,theses_and_dissertations,science,University of Split,hr,618,28
3911,Repository of the Faculty of Education,institutional,https://repozitorij.foozos.hr/,https://repozitorij.foozos.hr/oai,islandora,"journal_articles, theses_and_dissertations, books_chapters_and_sections, learning_objects, other_special_item_types",social_sciences,J. J. Strossmayer University of Osijek,hr,1249,705
3912,Repository of FERIT Osijek,institutional,https://repozitorij.etfos.hr/,https://repozitorij.etfos.hr/oai,islandora,theses_and_dissertations,engineering,University of Osijek,hr,2488,103
3914,DSpace - Technical University of Liberec,institutional,https://dspace.tul.cz/,N/A,dspace,"bibliographic_references, theses_and_dissertations","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Technical University of Liberec,cz,0,0
3915,El Abrigo,institutional,https://repositorio.smn.gob.ar/,https://repositorio.smn.gob.ar/oai,dspace,"journal_articles, unpub_reports_and_working_papers, learning_objects","humanities, science",Servicio Meteorológico Nacional,ar,0,0
3916,Biblioteca Digital Universidad de San Buenaventura,institutional,http://bibliotecadigital.usb.edu.co/,http://bibliotecadigital.usb.edu.co/oai/,dspace,"journal_articles, theses_and_dissertations, books_chapters_and_sections",social_sciences,Universidad de San Buenaventura,co,5303,0
3917,St. Paul's University Institutional Repository,institutional,http://41.89.51.173:8080/xmlui/,N/A,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, learning_objects, other_special_item_types",humanities,St. Pauls University,ke,650,0
3918,Repositorio Institucional USAT,institutional,http://repositorio.usat.edu.pe/,http://repositorio.usat.edu.pe/oai/request,dspace,"journal_articles, theses_and_dissertations","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Universidad Católica Santo Toribio de Mogrovejo,pe,1119,0
3919,Repository of Mozyr State Pedagogical University named after I.P. Shamyakin,institutional,http://dspace.mspu.by/,N/A,dspace,"conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Mozyr State Pedagogical University named after I.P. Shamyakin,by,2729,0
3920,Repositorio Institucional de la Universidad La Salle,institutional,http://repositorio.ulasalle.edu.pe/,http://repositorio.ulasalle.edu.pe/oai/,dspace,"bibliographic_references, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections",technology,Universidad La Salle,pe,9,0
